id,word,type,abs_sg,obl_sg_stem,abs_pl,abs_pl_suffix,obl_pl_stem,abs_sg_cyr,obl_sg_stem_cyr,abs_pl_cyr,abs_pl_suffix_cyr,obl_pl_stem_cyr
315,ЦЕПЬ,4,raχ:as:i,raχ:as:u,raχ:as:o,l,raχ:as:a,раасси,раассу,раассо,л,раасса
316,КРЕМЕНЬ,5,č'omu,č'omuo,č'omobi,l,č'omoba,чІому,чІомуо,чІомоби,л,чІомоба
316,КРЕМЕНЬ,5,č'omu,č'omuo,č'omodu,l,č'omoda,чІому,чІомуо,чІомоду,л,чІомода
316,КРЕМЕНЬ,5,č'omu,č'omulo,č'omobi,l,č'omoba,чІому,чІомуло,чІомоби,л,чІомоба
316,КРЕМЕНЬ,5,č'omu,č'omulo,č'omodu,l,č'omodoba,чІому,чІомуло,чІомоду,л,чІомодоба
317,ТРУТ,5,s:ek'u,s:ek'uo,s:ekᵂ'odu,l,s:ekᵂ'oda,ссекІу,ссекІуо,ссекІводу,л,ссекІвода
317,ТРУТ,5,s:ek'u,s:ek'ulo,s:ekᵂ'odu,l,s:ekᵂ'odoba,ссекІу,ссекІуло,ссекІводу,л,ссекІводоба
318,ТОЧИЛО (плоское),4,qiru,qiruo,qirdobi,l,qirdoba,хъиру,хъируо,хъирдоби,л,хъирдоба
318,ТОЧИЛО (круглое),4,inkᵂa,inkᵂa,inkᵂodu,l,inkᵂoda,инква,инква,инкводу,л,инквода
318,ТОЧИЛО (круглое),4,inkᵂa,inkᵂa,inkᵂodu,l,inkᵂodoba,инква,инква,инкводу,л,инкводоба
319,ЧЕРПАК,5,gama,gamu,gamibo,l,gamiba,гама,гаму,гамибо,л,гамиба
320,ШУМОВКА,5,q'innilaχ:ub,q'innilaχ:ub,q'innilaχ:ubu,l,q'innilaχ:uba,къиннилауб,къиннилауб,къиннилаубу,л,къиннилауба
320,ШУМОВКА,5,q'innilaχ:ub,q'innilaχ:ub,q'innilaχ:ubo,l,q'innilaχ:uba,къиннилауб,къиннилауб,къиннилаубо,л,къиннилауба
321,ЛОЖКА (металлическая),5,arkom,arkom,arkomi,l,arkomi,арком,арком,аркоми,л,аркоми
321,ЛОЖКА (деревянная),5,žinna,žinnu,žinnibdu,l,žinnibda,жинна,жинну,жиннибду,л,жиннибда
321,ЛОЖКА (деревянная),5,žinna,žinnu,žinnibdu,l,žinnibdoba,жинна,жинну,жиннибду,л,жиннибдоба
321,ЛОЖКА (деревянная),5,žinna,žinnu,žinno,l,žinna,жинна,жинну,жинно,л,жинна
322,ВИЛКА,5,c'umur,c'umur,c'umurdu,l,c'umurda,цІумур,цІумур,цІумурду,л,цІумурда
322,ВИЛКА,5,c'umur,c'umur,c'umurdu,l,c'umurdoba,цІумур,цІумур,цІумурду,л,цІумурдоба
323,НОЖ,5,besun,besun,besumo,l,besuma,бесун,бесун,бесумо,л,бесума
324,ЛУК (оружие),3,c'iwu,c'iwu,c'uwodu,l,c'uwoda,цІиву,цІиву,цІуводу,л,цІувода
324,ЛУК (оружие),3,c'iwu,c'iwu,c'uwodu,l,c'uwodoba,цІиву,цІиву,цІуводу,л,цІуводоба
325,СТРЕЛА,5,č'orbut'i,č'orbut'illo,č'orbut'io,l,č'orbut'ia,чІорбутІи,чІорбутІилло,чІорбутІио,л,чІорбутІиа
325,СТРЕЛА,5,č'orbut'i,č'orbut'illo,č'orbut'iobi,l,č'orbut'ioba,чІорбутІи,чІорбутІилло,чІорбутІиоби,л,чІорбутІиоба
325,СТРЕЛА,5,č'orbut'i,č'orbut'u,č'orbut'io,l,č'orbut'ia,чІорбутІи,чІорбутІу,чІорбутІио,л,чІорбутІиа
325,СТРЕЛА,5,č'orbut'i,č'orbut'u,č'orbut'iobi,l,č'orbut'ioba,чІорбутІи,чІорбутІу,чІорбутІиоби,л,чІорбутІиоба
326,САБЛЯ,4,χ:elčamu,χ:elčamu,χ:elčamo,l,χ:elčama,елчаму,елчаму,елчамо,л,елчама
327,КИНЖАЛ,5,qanžar,qanžar,qanžardu,l,qanžarda,хъанжар,хъанжар,хъанжарду,л,хъанжарда
327,КИНЖАЛ,5,qanžar,qanžar,qanžardu,l,qanžardoba,хъанжар,хъанжар,хъанжарду,л,хъанжардоба
328,НОЖНЫ,5,χ:ubaru,χ:ubaru,χ:ubardu,l,χ:ubarda,убару,убару,убарду,л,убарда
328,НОЖНЫ,5,χ:ubaru,χ:ubaru,χ:ubardu,l,χ:ubardoba,убару,убару,убарду,л,убардоба
328,НОЖНЫ,5,reɬoba,reɬobalo,reɬobi,l,reɬoba,релъоба,релъобало,релъоби,л,релъоба
329,"РУКОЯТКА (ножа, сабли)",4,kᵂo,kᵂolo,kᵂo,lil,kᵂolili,кво,кволо,кво,лил,кволили
330,КАПКАН,5,gudur,gudur,gudurdu,l,gudurda,гудур,гудур,гудурду,л,гудурда
330,КАПКАН,5,gudur,gudur,gudurdu,l,gudurdoba,гудур,гудур,гудурду,л,гудурдоба
331,СЕТЬ (силок),4,roč':i,roč':ilo,roč':odu,l,roč':oda,рочІи,рочІило,рочІоду,л,рочІода
331,СЕТЬ (силок),4,roč':i,roč':ilo,roč':odu,l,roč':odoba,рочІи,рочІило,рочІоду,л,рочІодоба
332,НОША (вязанка травы или хвороста),4,reli,relilo,reli,l,relili,рели,релило,рели,л,релили
333,ВЬЮК (цельный),5,tibar,tibar,tibardu,l,tibarda,тибар,тибар,тибарду,л,тибарда
333,ВЬЮК (цельный),5,tibar,tibar,tibardu,l,tibardoba,тибар,тибар,тибарду,л,тибардоба
333,ВЬЮК (двусторонний),5,talirsi,talirsu,talirso,l,talirsa,талирси,талирсу,талирсо,л,талирса
334,ОХАПКА,5,hoƛ'ija,hoƛ'ijalo,hoƛ'ijo,l,hoƛ'ija,гьоийа,гьоийало,гьоийо,л,гьоийа
335,САНИ,4,čanaʁi,čanaʁu,čanaʁobi,l,čanaʁoba,чанаи,чанау,чанаоби,л,чанаоба
335,САНИ,4,salisol,salisu,salisobi,l,salisoba,салисол,салису,салисоби,л,салисоба
336,АРБА,4,inkᵂa,inkᵂa,inkᵂa,l,inkᵂali,инква,инква,инква,л,инквали
337,КОЛЕСО,4,č'ujrigi,č'ujrigu,č'ujrigobi,l,č'ujrigoba,чІуйриги,чІуйригу,чІуйригоби,л,чІуйригоба
337,КОЛЕСО,4,č'ujrigi,č'ujrigu,č'ujrigo,l,č'ujriga,чІуйриги,чІуйригу,чІуйриго,л,чІуйрига
338,СЕДЛО (ездовое),4,ƛ'erƛ'il,ƛ'erƛ'ilu,ƛ'erƛ'ilo,l,ƛ'erƛ'ila,ерил,ерилу,ерило,л,ерила
338,"СЕДЛО (ездовое, деревянная основа)",4,χerzim,χerzim,χerzimo,l,χerzima,ерзим,ерзим,ерзимо,л,ерзима
338,"СЕДЛО (ездовое, кожаный верх)",5,mildar,mildar,mildardu,l,mildarda,милдар,милдар,милдарду,л,милдарда
338,"СЕДЛО (ездовое, кожаный верх)",5,mildar,mildar,mildardu,l,mildardoba,милдар,милдар,милдарду,л,милдардоба
338,СЕДЛО (гужевое),5,k'at'ara,k'at'aru,k'at'ardu,l,k'at'arda,кІатІара,кІатІару,кІатІарду,л,кІатІарда
338,СЕДЛО (гужевое),5,k'at'ara,k'at'aru,k'at'ardu,l,k'at'ardoba,кІатІара,кІатІару,кІатІарду,л,кІатІардоба
339,УЗДЕЧКА,4,barχon,barχon,barχomi,l,barχomi,барон,барон,бароми,л,бароми
340,КНУТ,4,č':artil,č':artil,č':arto,l,č':arta,чІартил,чІартил,чІарто,л,чІарта
340,КНУТ,4,č':artil,č':artilo,č':arto,l,č':arta,чІартил,чІартило,чІарто,л,чІарта
341,СТРЕМЯ,5,padučan,padučan,padučami,l,padučami,падучан,падучан,падучами,л,падучами
342,ПОДКОВА,5,ɬol,ɬolo,ɬolibo,l,ɬoliba,лъол,лъоло,лъолибо,л,лъолиба
342,ПОДКОВА,5,ɬol,ɬoll,ɬolibo,l,ɬoliba,лъол,лъолл,лъолибо,л,лъолиба
343,ЗОЛОТО,5,misidi,misidilo,,,,мисиди,мисидило,,,
344,"СЕРЕБРО, ДЕНЬГИ",5,orsi,orsi,,,,орси,орси,,,
345,ЖЕЛЕЗО,5,k:ub,k:ub,,,,ккуб,ккуб,,,
346,"МЕДЬ, БРОНЗА",5,hir,hir,,,,гьир,гьир,,,
347,СВИНЕЦ,5,t'uši,t'uši,,,,тІуши,тІуши,,,
347,СВИНЕЦ,5,t'uši,t'ušilo,,,,тІуши,тІушило,,,
348,ОЛОВО,5,ʁalaj,ʁalaj,,,,алай,алай,,,
348,ОЛОВО,5,ʁalaj,ʁalaj,,,,алай,алай,,,
349,"ПОЛЕНО, ДРОВА",5,ɬudi,ɬudilo,ɬudo,l,ɬuda,лъуди,лъудило,лъудо,л,лъуда
349,"ПОЛЕНО, ДРОВА",5,ɬudi,ɬudi,ɬudo,l,ɬuda,лъуди,лъуди,лъудо,л,лъуда
350,КИЗЯК,5,bara,baralo,baribo,l,bariba,бара,барало,барибо,л,бариба
351,УГОЛЬ ДРЕВЕСНЫЙ,5,habu,habulo,,,,гьабу,гьабуло,,,
351,УГОЛЬ ДРЕВЕСНЫЙ,5,habu,habuo,,,,гьабу,гьабуо,,,
352,КОВЕР (ворсовый),5,t'ams:a,t'ams:u,t'ams:ibo,l,t'ams:iba,тІамсса,тІамссу,тІамссибо,л,тІамссиба
353,ПАЛАС,5,palarsi,palarsu,palarsibi,l,palarsiba,паларси,паларсу,паларсиби,л,паларсиба
353,ПАЛАС,5,palarsi,palarsu,palarso,l,palarsa,паларси,паларсу,паларсо,л,паларса
353,ПАЛАС,5,dum,dum,dum,il,dumili,дум,дум,дум,ил,думили
354,ТАБУРЕТ,5,mokᵂ'o,mokᵂ'olo,mokᵂ'o,l,mokᵂ'oli,мокІво,мокІволо,мокІво,л,мокІволи
354,ТАБУРЕТ,5,mokᵂ'o,mokᵂ'o,mokᵂ'o,l,mokᵂ'oli,мокІво,мокІво,мокІво,л,мокІволи
355,ВЕНИК,5,kᵂoc'i,kᵂoc'ilo,kᵂoc',ol,kᵂoc'olda,квоцІи,квоцІило,квоцІ,ол,квоцІолда
355,ВЕНИК (метла),5,ƛarƛal,ƛarƛal,ƛarƛalo,l,ƛarƛala,арал,арал,арало,л,арала
356,ЗЕРКАЛО,4,mat'u,mat'u,mat'ubi,l,mat'uba,матІу,матІу,матІуби,л,матІуба
356,ЗЕРКАЛО,4,mat'u,mat'u,mat'odu,l,mat'oda,матІу,матІу,матІоду,л,матІода
356,ЗЕРКАЛО,4,mat'u,mat'ulo,mat'ubi,l,mat'uba,матІу,матІуло,матІуби,л,матІуба
356,ЗЕРКАЛО,4,mat'u,mat'ulo,mat'odu,l,mat'odoba,матІу,матІуло,матІоду,л,матІодоба
357,ПОСУДА,5,čingil-čongol,čingil-čongol,čingil-čongolo,l,čingil-čongola,чингилчонгол,чингилчонгол,чингилчонголо,л,чингилчонгола
358,КОТЕЛ,4,uχ:i,uχ:ilo,uχ:i,l,uχ:ili,уи,уило,уи,л,уили
359,КРЫШКА,4,lala,lalalo,lalibo,l,laliba,лала,лалало,лалибо,л,лалиба
359,КРЫШКА,4,lala,lalul,lalibo,l,laliba,лала,лалул,лалибо,л,лалиба
360,КУВШИН,5,pinžaw,pinžaw,pinžawo,l,pinžawa,пинжав,пинжав,пинжаво,л,пинжава
360,КУВШИН,5,qaba,qaba,qaba,l,qabali,хъаба,хъаба,хъаба,л,хъабали
360,КУВШИН,5,qaba,qaba,qabibo,l,qabiba,хъаба,хъаба,хъабибо,л,хъабиба
360,КУВШИН,5,koru,koru,kordobi,l,kordoba,кору,кору,кордоби,л,кордоба
360,КУВШИН,4,čugi,čugi,čugi,l,čugili,чуги,чуги,чуги,л,чугили
361,МЕРКА ДЛЯ МУКИ,5,s:ahi,s:ahi,s:ahi,l,s:ahili,ссагьи,ссагьи,ссагьи,л,ссагьили
361,МЕРКА ДЛЯ МУКИ,5,q'ali,q'alilo,q'alibo,l,q'aliba,къали,къалило,къалибо,л,къалиба
361,МЕРКА ДЛЯ МУКИ,5,q'ali,q'alilo,q'ali,l,q'alili,къали,къалило,къали,л,къалили
362,КОРЫТО,4,irsa,irsu,irsibdu,l,irsibda,ирса,ирсу,ирсибду,л,ирсибда
362,КОРЫТО,4,irsa,irsu,irsibdu,l,irsibdoba,ирса,ирсу,ирсибду,л,ирсибдоба
362,КОРЫТО,4,irsa,irsu,irsibo,l,irsiba,ирса,ирсу,ирсибо,л,ирсиба
363,СИТО,4,susuk'u,susuk'u,susuk'obi,l,susuk'oba,сусукІу,сусукІу,сусукІоби,л,сусукІоба
364,СУНДУК,4,ʁᵂamars:u,ʁᵂamars:u,ʁᵂamars:o,l,ʁᵂamars:a,амарссу,амарссу,амарссо,л,амарсса
365,КОРЗИНА,5,tusk'ar,tusk'ar,tusk'ardu,l,tusk'arda,тускІар,тускІар,тускІарду,л,тускІарда
365,КОРЗИНА,5,tusk'ar,tusk'ar,tusk'ardu,l,tusk'ardoba,тускІар,тускІар,тускІарду,л,тускІардоба
366,БУРДЮК,4,ƛ'eton,ƛ'eton,ƛ'etomi,l,ƛ'etomi,етон,етон,етоми,л,етоми
367,МЕШОК,5,gᵂala,gᵂalu,gᵂalibo,l,gᵂaliba,гвала,гвалу,гвалибо,л,гвалиба
368,ЛЮЛЬКА,5,kini,kinillo,kinibo,l,kiniba,кини,кинилло,кинибо,л,киниба
369,ЮЛА,4,k'ak'u,k'ak'ulo,k'ak'odu,l,k'ak'oda,кІакІу,кІакІуло,кІакІоду,л,кІакІода
369,ЮЛА,4,k'ak'u,k'ak'ulo,k'ak'odu,l,k'ak'odoba,кІакІу,кІакІуло,кІакІоду,л,кІакІодоба
370,СЕЛЕНИЕ,4,hon,hon,honadu,l,honada,гьон,гьон,гьонаду,л,гьонада
370,СЕЛЕНИЕ (хутор),5,kuli,kulilo,kuli,l,kulili,кули,кулило,кули,л,кулили
371,"ДОМ, КОМНАТА",4,haq'u,haq'u,haq'obi,l,haq'oba,гьакъу,гьакъу,гьакъоби,л,гьакъоба
371,"ДОМ, КОМНАТА",4,milki,milkilo,milki,l,milkili,милки,милкило,милки,л,милкили
372,ФУНДАМЕНТ,5,ƛ'uč':i,ƛ'uč':ilo,ƛ'uč':adu,l,ƛ'uč':ada,учІи,учІило,учІаду,л,учІада
372,ФУНДАМЕНТ,5,ƛ'uč':i,ƛ'uč':ilo,ƛ'uč':adu,l,ƛ'uč':adoba,учІи,учІило,учІаду,л,учІадоба
373,ПОЛ ЗЕМЛЯНОЙ,4,onš:i,onš:i,,,,онщи,онщи,,,
374,СТЕНА,5,q'en,q'enno,q'ennadu,l,q'ennada,къен,къенно,къеннаду,л,къеннада
374,СТЕНА,5,q'en,q'enno,q'ennadu,l,q'ennadoba,къен,къенно,къеннаду,л,къеннадоба
375,ОКНО,5,k'amur,k'amur,k'amurdu,l,k'amurda,кІамур,кІамур,кІамурду,л,кІамурда
375,ОКНО,5,k'amur,k'amur,k'amurdu,l,k'amurdoba,кІамур,кІамур,кІамурду,л,кІамурдоба
376,УГОЛ (внутренний),4,rič'in,rič'in,rič'imo,l,rič'ima,ричІин,ричІин,ричІимо,л,ричІима
376,УГОЛ (внешний),5,bik'un,bik'un,bik'umo,l,bik'uma,бикІун,бикІун,бикІумо,л,бикІума
377,СТОЛБ ОПОРНЫЙ,5,huma,humalo,humobi,l,humoba,гьума,гьумало,гьумоби,л,гьумоба
378,БРЕВНО,4,ƛ'erč'o,ƛ'erč'u,ƛ'erč'ebi,l,ƛ'erč'eba,ерчІо,ерчІу,ерчІеби,л,ерчІеба
380,ДОСКА,4,χ:in,χ:inl,χ:immu,l,χ:imma,ин,инл,имму,л,имма
381,КРЫША (земляная),5,lom,lom,lomadu,l,lomada,лом,лом,ломаду,л,ломада
381,КРЫША (земляная),5,lom,lom,lomadu,l,lomadoba,лом,лом,ломаду,л,ломадоба
382,ПЛИТА КАМЕННАЯ ДЛЯ УКРЕПЛЕНИЯ КРАЕВ КРЫШИ,5,hinc'o,hinc'o,hinc'obi,l,hinc'oba,гьинцІо,гьинцІо,гьинцІоби,л,гьинцІоба
383,ПОТОЛОК,5,moq'ol,moq'ol,,,,мокъол,мокъол,,,
384,ОЧАГ,5,aqi,aqilo,,,,ахъи,ахъило,,,
385,ПЕЧЬ ГЛИНЯНАЯ ДЛЯ ХЛЕБА,3,kurki,kurkilo,kurki,l,kurkili,курки,куркило,курки,л,куркили
386,ДВЕРЬ,4,hinc':u,hinc':u,hinc':obi,l,hinc':oba,гьинцІу,гьинцІу,гьинцІоби,л,гьинцІоба
388,КЛЮЧ,5,rek'ul,rek'ul,rek'ulo,l,rek'ula,рекІул,рекІул,рекІуло,л,рекІула
389,ЛЕСТНИЦА КАМЕННАЯ,5,barkᵂ'ol,barkᵂ'ol,barkᵂ'olo,l,barkᵂ'ola,баркІвол,баркІвол,баркІволо,л,баркІвола
390,МЕЛЬНИЦА,4,iχwob,iχwodo,iχwodu,l,iχwoda,ивоб,иводо,иводу,л,ивода
390,МЕЛЬНИЦА,4,iχwob,iχwodo,iχwodu,l,iχwodoba,ивоб,иводо,иводу,л,иводоба
391,ЖЕЛОБ (для зерна (на мельнице)),5,k:ula,k:ulalo,k:ulibo,l,k:uliba,ккула,ккулало,ккулибо,л,ккулиба
391,ЖЕЛОБ (для воды (на мельнице)),5,ink:ub,ink:ub,ink:ubo,l,ink:uba,инккуб,инккуб,инккубо,л,инккуба
392,ХЛЕВ,5,beƛ'i,beƛ'ilo,beƛ'adu,l,beƛ'ada,беи,беило,беаду,л,беада
394,"СЕНОВАЛ, САРАЙ",5,beƛ'i,beƛ'ilo,beƛ'adu,l,beƛ'adoba,беи,беило,беаду,л,беадоба
395,ПОЛЕ (участок для земледелия),4,χur,χur,χurdu,l,χurda,ур,ур,урду,л,урда
395,ПОЛЕ (участок для земледелия),4,χur,χur,χurdu,l,χurdoba,ур,ур,урду,л,урдоба
395,ПОЛЕ (участок для земледелия),5,misa,misalo,misa,l,misali,миса,мисало,миса,л,мисали
396,БОРОЗДА,5,roqi,roqillo,roqibo,l,roqiba,рохъи,рохъилло,рохъибо,л,рохъиба
396,БОРОЗДА (межа),5,dazu,dazulo,dazobi,l,dazoba,дазу,дазуло,дазоби,л,дазоба
396,БОРОЗДА (межа),5,dazu,dazulo,dazodu,l,dazoda,дазу,дазуло,дазоду,л,дазода
396,БОРОЗДА (межа),5,dazu,dazuo,dazobi,l,dazoba,дазу,дазуо,дазоби,л,дазоба
396,БОРОЗДА (межа),5,dazu,dazuo,dazodu,l,dazodoba,дазу,дазуо,дазоду,л,дазодоба
397,ГУМНО,4,hinc':u,hinc':ulo,hinc':odu,l,hinc':oda,гьинцІу,гьинцІуло,гьинцІоду,л,гьинцІода
397,ГУМНО,4,hinc':u,hinc':ulo,hinc':odu,l,hinc':odoba,гьинцІу,гьинцІуло,гьинцІоду,л,гьинцІодоба
397,ГУМНО,4,hinc':u,hinc':ulo,hinc':obi,l,hinc':oba,гьинцІу,гьинцІуло,гьинцІоби,л,гьинцІоба
398,СНОП,5,kᵂol,kᵂoll,kᵂoll,ul,kᵂolli,квол,кволл,кволл,ул,кволли
398,СНОП (связка снопов в поле),5,ɢasdo,ɢasdi,ɢasdibo,l,ɢasdiba,асдо,асди,асдибо,л,асдиба
399,СТОГ (большой),5,χwolo,χwololo,χwolo,l,χwololi,воло,вололо,воло,л,вололи
399,"СТОГ (маленький, копна)",5,ʁun,ʁun,ʁunadu,l,ʁunada,ун,ун,унаду,л,унада
399,"СТОГ (маленький, копна)",5,ʁun,ʁun,ʁunadu,l,ʁunadoba,ун,ун,унаду,л,унадоба
400,ДОРОГА,5,miq'i,miq'i,miq'adu,l,miq'ada,микъи,микъи,микъаду,л,микъада
400,ДОРОГА,5,miq'i,miq'i,miq'adu,l,miq'adoba,микъи,микъи,микъаду,л,микъадоба
401,МОСТ,4,ƛ'iru,ƛ'irdo,ƛ'irdobi,l,ƛ'irdoba,иру,ирдо,ирдоби,л,ирдоба
404,МОГИЛЬНЫЙ КАМЕНЬ,5,q'unu,q'unuo,q'unibo,l,q'uniba,къуну,къунуо,къунибо,л,къуниба
405,"ГОРА, ГОРНОЕ ПАСТБИЩЕ",5,bil,bil,biladu,l,bilada,бил,бил,биладу,л,билада
405,"ГОРА, ГОРНОЕ ПАСТБИЩЕ",5,bil,bil,biladu,l,biladoba,бил,бил,биладу,л,биладоба
405,"ГОРА, ГОРНОЕ ПАСТБИЩЕ (вершина)",5,lel,lel,leladu,l,lelada,лел,лел,леладу,л,лелада
405,"ГОРА, ГОРНОЕ ПАСТБИЩЕ (вершина)",5,lel,lel,leladu,l,leladoba,лел,лел,леладу,л,леладоба
406,СКЛОН СОЛНЕЧНЫЙ,5,miɬijol,miɬijol,miɬijolo,l,miɬijola,милъийол,милъийол,милъийоло,л,милъийола
407,СКЛОН ТЕНЕВОЙ,5,bič:in,bič:in,bič:imo,l,bič:ima,биччин,биччин,биччимо,л,биччима
408,"ХОЛМ, КУЧА",5,ʁun,ʁun,ʁunadu,l,ʁunada,ун,ун,унаду,л,унада
408,"ХОЛМ, КУЧА",5,ʁun,ʁun,ʁunadu,l,ʁunadoba,ун,ун,унаду,л,унадоба
409,"СКАЛА, СКАЛИСТЫЙ СКЛОН",5,ƛ'uri,ƛ'uri,ƛ'uribo,l,ƛ'uriba,ури,ури,урибо,л,уриба
411,ЯМА,5,dungil,dungil,dungilo,l,dungila,дунгил,дунгил,дунгило,л,дунгила
412,РЕКА,4,ɬ:ens:o,ɬ:ens:o,ɬ:ens:odu,l,ɬ:ens:oda,лълъенссо,лълъенссо,лълъенссоду,л,лълъенссода
412,РЕКА,4,ɬ:ens:o,ɬ:ens:o,ɬ:ens:odu,l,ɬ:ens:odoba,лълъенссо,лълъенссо,лълъенссоду,л,лълъенссодоба
413,"РУЧЕЙ, РАСПАДОК",5,ʁador,ʁador,ʁadordu,l,ʁadorda,адор,адор,адорду,л,адорда
413,"РУЧЕЙ, РАСПАДОК",5,ʁador,ʁador,ʁadordu,l,ʁadordoba,адор,адор,адорду,л,адордоба
414,"СТОЯЧАЯ ВОДА (пруд, лужа)",5,ihur,ihur,ihurdu,l,ihurda,игьур,игьур,игьурду,л,игьурда
414,"СТОЯЧАЯ ВОДА (пруд, лужа)",5,ihur,ihur,ihurdu,l,ihurdoba,игьур,игьур,игьурду,л,игьурдоба
414,СТОЯЧАЯ ВОДА (озеро),4,reɬo,reɬo,reɬodu,l,reɬoda,релъо,релъо,релъоду,л,релъода
415,МОРЕ,4,reɬo,reɬo,reɬodu,l,reɬodoba,релъо,релъо,релъоду,л,релъодоба
416,ТОПКОЕ МЕСТО,5,ɬenc':u,ɬenc':o,ɬenc':odu,l,ɬenc':oda,лъенцІу,лъенцІо,лъенцІоду,л,лъенцІода
416,ТОПКОЕ МЕСТО,5,ɬenc':u,ɬenc':o,ɬenc':odu,l,ɬenc':odoba,лъенцІу,лъенцІо,лъенцІоду,л,лъенцІодоба
417,РОДНИК,5,inc:i,inc:ilo,inc:i,l,inc:ili,инцци,инццило,инцци,л,инццили
418,НЕБО,4,rešin,rešin,,,,решин,решин,,,
419,СОЛНЦЕ,5,miɬi,miɬilo,,,,милъи,милъило,,,
420,"ЛУНА, МЕСЯЦ",5,borc':i,borc':ilo,borc':adu,l,borc':ada,борцІи,борцІило,борцІаду,л,борцІада
420,"ЛУНА, МЕСЯЦ",5,borc':i,borc':ilo,borc':adu,l,borc':adoba,борцІи,борцІило,борцІаду,л,борцІадоба
421,ЗВЕЗДА,5,c':a,c':alo,c':ali,l,c':alili,цІа,цІало,цІали,л,цІалили
422,"ЗЕМЛЯ, ПОЧВА",4,onš:i,onš:i,,,,онщи,онщи,,,
423,ПЕСОК,4,sur,sur,,,,сур,сур,,,
424,"ЩЕБЕНЬ, КАМЕННЫЕ ОСКОЛКИ",4,č'ič'om,č'ič'om,,,,чІичІом,чІичІом,,,
425,ПЫЛЬ,5,ƛ'eχwa,ƛ'eχwa,ƛ'eχwa,l,ƛ'eχwali,ева,ева,ева,л,евали
426,"ГРЯЗЬ (на одежде, на теле)",5,ʁuzi,ʁuzi,ʁuzi,l,ʁuzili,узи,узи,узи,л,узили
427,"ЗЕМЛЯ, РАЗМЯКШАЯ ОТ ДОЖДЯ, ЗЕМЛЯНОЙ РАСТВОР",5,č'abχi,č'abχi,č'abχi,l,č'abχili,чІаби,чІаби,чІаби,л,чІабили
427,"ЗЕМЛЯ, РАЗМЯКШАЯ ОТ ДОЖДЯ, ЗЕМЛЯНОЙ РАСТВОР",5,c':erti,c':erti,c':erti,l,c':ertili,цІерти,цІерти,цІерти,л,цІертили
428,КАМЕНЬ,5,hinc'o,hinc'o,hinc'obi,l,hinc'oba,гьинцІо,гьинцІо,гьинцІоби,л,гьинцІоба
429,КАМЕШЕК,4,č'ič'om,č'ič'om,č'ič'omi,l,č'ič'omi,чІичІом,чІичІом,чІичІоми,л,чІичІоми
430,ВОДА,4,ɬ:en,ɬ:en,ɬ:enadu,l,ɬ:enada,лълъен,лълъен,лълъенаду,л,лълъенада
430,ВОДА,4,ɬ:en,ɬ:en,ɬ:enadu,l,ɬ:enadoba,лълъен,лълъен,лълъенаду,л,лълъенадоба
431,КАПЛЯ (стекающая),5,ink:ul,ink:ul,ink:ulo,l,ink:ula,инккул,инккул,инккуло,л,инккула
431,"КАПЛЯ (""точка"" воды)",4,t'onk'il,t'onk'il,t'onk'ilo,l,t'onk'ila,тІонкІил,тІонкІил,тІонкІило,л,тІонкІила
432,РОСА,5,š:ib,š:ib,,,,щиб,щиб,,,
433,ДОЖДЬ,4,c':a,c':a,c':a,lil,c':alili,цІа,цІа,цІа,лил,цІалили
434,СНЕГ,4,anži,anži,anži,l,anžili,анжи,анжи,анжи,л,анжили
435,ИНЕЙ,5,c':iq'u,c':iq'uo,,,,цІикъу,цІикъуо,,,
436,ЛЕД,5,zar,zar,zardu,l,zarda,зар,зар,зарду,л,зарда
436,ЛЕД,5,zar,zar,zardu,l,zardoba,зар,зар,зарду,л,зардоба
437,ОБЛАКО,4,lerčol,lerčol,lerčolo,l,lerčola,лерчол,лерчол,лерчоло,л,лерчола
437,ОБЛАКО (туман),4,hiro,hiroo,hirodu,l,hiroda,гьиро,гьироо,гьироду,л,гьирода
437,ОБЛАКО (туман),4,hiro,hiroo,hirodu,l,hirodoba,гьиро,гьироо,гьироду,л,гьиродоба
438,"ПЕНА, ПУЗЫРИ НА ВОДЕ",5,pol,poll,,,,пол,полл,,,
440,ОГОНЬ,4,c'a,c'a,c'a,lil,c'alili,цІа,цІа,цІа,лил,цІалили
442,ДЫМ,5,k'ᵂ:oj,k'ᵂ:oj,,,,кІой,кІой,,,
443,ЗОЛА,4,ƛ'e,ƛ'e,ƛ'e,lil,ƛ'eli,е,е,е,лил,ели
445,ТЕНЬ,5,anč:u,anč:uo,anč:odu,l,anč:oda,анччу,анччуо,анччоду,л,анччода
445,ТЕНЬ,5,anč:u,anč:uo,anč:odu,l,anč:odoba,анччу,анччуо,анччоду,л,анччодоба
446,ВЕТЕР,5,moči,moči,,,,мочи,мочи,,,
447,ГОД,4,rešin,rešin,rešimo,l,rešima,решин,решин,решимо,л,решима
452,ДЕНЬ,4,zubu,zubulo,zubodu,l,zuboda,зубу,зубуло,зубоду,л,зубода
452,ДЕНЬ,4,zubu,zubulo,zubodu,l,zubodoba,зубу,зубуло,зубоду,л,зубодоба
455,ИМЯ,4,c':er,c':er,c':erdu,l,c':erdoba,цІер,цІер,цІерду,л,цІердоба
456,"РЕЧЬ, СЛОВО",5,rošo,rošu,rošo,l,rošoli,рошо,рошу,рошо,л,рошоли
